id,name,centralized,trade_volume_24h_btc_normalized
lfgswap,LFGswap,0,0.0002144137566018
lfgswap-core,LFGSwap (Core),0,0.0180644733060288
libre_swap,Libre Swap,0,0.0094581296299721
lif3,LIF3 (Tombchain),0,0.0038221624583303
lif3-bsc,LIF3 (BSC),0,0.0
lif3-ethereum,Lif3 (Ethereum),0,0.0571244074430693
lif3-polygon,LIF3 (Polygon),0,0.0017527538462698
lif3-v3-bsc,Lif3 V3 (BSC),0,0.061777700203593
lif3-v3-fantom,Lif3 V3 (Fantom),0,0.0303815924222143
lif3-v3-polygon,Lif3 V3 (Polygon),0,0.0911285076671814
line-hub-v3,Line Hub V3,0,0.0
liquidswap,Liquidswap,0,8.79192016672007
liquidswap-v0-5,LiquidSwap V0.5,0,38.76732279566965
localtrade,LocalTrade,1,3.6265991469589838
loop_markets,Loop Markets,0,0.0
loopring,Loopring,0,0.0298170609575241
loopring_amm,Loopring AMM,0,1.569768192657918
luaswap,Luaswap,0,0.0
luigiswap,LuigiSwap,0,0.0
luno,Luno,1,131.4329621455738
lydia_finance,Lydia Finance,0,0.0319055928477434
lykke,Lykke,1,0.0
lynex-linea,Lynex,0,160.21301375129883
lynex-v2-linea,Lynex V2 (Linea),0,1.5567254731319473
magic_eden_runes,Magic Eden (Runes),0,20.82224772
magicsea-iota-evm,MagicSea (Iota EVM),0,0.0
magicswap,Magicswap,0,0.0791918936010602
maiar,xExchange,0,6.633052913997677
makiswap,Makiswap,0,0.0
mangata,Mangata,0,0.0044826165869865
mantaswap,MantaSwap,0,0.0
mars_ecosystem,Mars Ecosystem,0,0.0337254878716161
marswap,MARSWAP,0,0.0
matcha_arbitrum_one,Matcha (Arbitrum One),0,12.02282172998516
matcha_avalanche,Matcha (Avalanche),0,1.3503451502824257
matcha_base,Matcha (Base),0,10.220215140129996
matcha_bsc,Matcha (BSC),0,0.8367555726591444
matcha_ethereum,Matcha (Ethereum),0,349.8458730005003
matcha_optimism,Matcha (Optimism),0,1.7502580712837268
matcha_polygon,Matcha (Polygon),0,0.820985755195487
maverick_protocol,Maverick Protocol,0,24.506057288400722
maverick_protocol_base,Maverick Protocol (Base),0,104.09591747927062
maverick_protocol_bsc,Maverick Protocol (BSC),0,0.0
maverick_protocol_zksync,Maverick Protocol (zkSync),0,0.0
max_maicoin,Max Maicoin,1,246.40847966815105
maya-protocol,Maya Protocol,0,6.8861584690980715
mcdex,MCDEX (Arbitrum),0,0.0
mcdex_bsc,MCDEX (BSC),0,0.0
mdex,Mdex,0,0.0
mdex_bsc,Mdex BSC,0,1.9539748853750476
megaton-finance,Megaton Finance,0,0.0202874379790859
melegaswap,MelegaSwap,0,0.0
mercado_bitcoin,Mercado Bitcoin,1,76.1189649039014
mercatox,Mercatox,1,59.67891515193839
merchant-moe-liquidity-book-mantle,Merchant Moe Liquidity Book (Mantle),0,63.14743555306129
merchant-moe-mantle,Merchant Moe,0,5.817390938536222
merlinswap,MerlinSwap,0,18.387309027365063
meshswap,Meshswap,0,0.9013202077071337
metalx,Metal X,0,18.765245855143267
meteora,Meteora,0,1159.1458233229107
methlab,Methlab (Mantle),0,11.153285378908272
miaswap,MiaSwap,0,0.0
milkyswap-milkada,MilkySwap,0,0.001768108611239
mimo,Mimo,0,0.7475050727298327
mindgames-arbitrum,MIND Games,0,0.0004115816340021
minswap,Minswap,0,33.02173157707339
mistswap_smart_bitcoin_cash,Mistswap,0,0.0
mm_finance,MMFinance (Cronos),0,9.665257464100407
mm-finance-arbitrum,MM Finance (Arbitrum),0,0.0033858658656061
mmfinance_polygon,MMFinance (Polygon),0,0.0
mmfinance-v3-arbitrum,MMFinance V3 (Arbitrum),0,0.0
mojitoswap,MojitoSwap,0,0.0607809061364329
monoswap-V2-blast,MonoSwap V2 (Blast),0,0.0019860656617461
monoswap-v3-blast,MonoSwap V3 (Blast),0,9.278952883483695
moraswap-v2,Moraswap V2,0,0.0164983233299991
morpheus_swap,Morpheus Swap,0,0.0146830557122132
mudrex,Mudrex,1,47.030035456230664
muesliswap,Muesliswap,0,0.0010262856955921
muesliswap-milkada,Muesliswap (Milkada),0,0.0012062978871007
mufex,MUFEX,0,0.0
mute,Koi Finance,0,4.189026340028702
mxc,MEXC,1,18142.390875693596
mxc_futures,MEXC (Futures),1,0.0
myswap-cl,mySwap-CL,0,0.0
myx,MYX,0,0.0
nachoswap,NachoSwap,0,0.0021374474068084
namebase,Namebase,1,0.05142752177883
nami_exchange,Nami.Exchange,1,1.108602331339729
nanu_exchange,Nanu Exchange,1,0.5551448508535327
narkasa,Narkasa,1,5.048612139069207
nash,Nash,0,0.2184960935663943
nearpad,NearPAD,0,0.0118778189571169
netswap,Netswap,0,1.042942931390481
neutroswap,Neutroswap,0,0.0
newdex,Newdex,0,0.0
nexus_mutual,Nexus Mutual,0,0.0
nice_hash,NiceHash,1,3.5305165247724055
nile,NILE,0,103.56741840634685
nile-v1,NILE V1,0,12.300543221557486
niza-global,Niza Global,1,6.786603617425253
nominex,Nominex,1,67.85253721131383
nomiswap,Nomiswap,0,0.7459369019205184
nomiswap_stable,Nomiswap (Stable),0,9.652406095766938
nonkyc_io,Nonkyc.io,1,36.93909497302993
nostra,Nostra ,0,5.811283821998718
novadax,NovaDAX,1,143.1196093195098
nuri-v2,Nuri V2,0,0.0
oasisswap-base,OasisSwap (Base),0,6.51248567391e-05
oasis_trade,OasisDEX,0,0.0
occamx,OccamX,0,0.0026255427724005
oceanex,Oceanex,1,1.7970494412128026
okcoin,Okcoin,1,0.0
okcoin-japan,OKCoin Japan,1,118.61369997188167
okex,OKX,1,24465.145320708743
okex_ordinals,OKX Ordinals,1,9.28133224
okex_swap,OKX (Futures),1,0.0
oku-trade-filecoin,Oku Trade (Filecoin),0,0.0
oku-trade-linea,Oku Trade (Linea),0,0.0
oku-trade-manta-pacific,Oku Trade (Manta Pacific),0,0.0
oku-trade-moonbeam,Oku Trade (Moonbeam),0,0.0
oku-trade-scroll,Oku Trade (Scroll),0,60.00421503563241
oku-trade-zksync,Oku Trade (zkSync),0,0.0
omax-swap,Omax Swap,0,0.0
omgfin,Omgfin,1,17.59421082021211
omnidex,OmniDex,0,4.28910186737e-05
onedex,OneDex,0,0.9219245830436188
one_inch_liquidity_protocol,1inch Liquidity Protocol,0,0.0
one_intro,1INTRO,0,28.462619452259602
onsen-swap,Onsen Swap,0,0.0022025246408883
oolongswap,Oolongswap,0,0.0
openbook,OpenBook,0,0.911179998361421
openleverage,OpenLeverage,0,0.0
openocean_finance,OpenOcean,0,166.40171614520352
openswap,OpenSwap,0,0.0019160338268245
opnx_derivatives,OPNX Derivatives,1,0.0
opnx_spot,OPNX,1,0.0
oracleswap,Oracleswap,0,0.0016686168336186
oraidex,OraiDEX,0,3.6332352289083807
orangedx,OrangeDX,0,0.3626570726575861
orangex,OrangeX,1,9013.46172597624
orangex_futures,OrangeX Futures,1,0.0
orca,Orca,0,809.9630868767732
orderbook,Orderbook.io,0,0.0
orderly_network,Orderly Network,0,1.5672682659033699
orderly_network_derivatives,Orderly Network (Derivatives) (Near),0,0.0
orderly_network_derivatives_evm,Orderly Network (Derivatives),0,0.0
oreoswap,OreoSwap,0,0.0011841964225972
orion-bsc,Orion (BSC),0,3.542012584051365
orion-ethereum,Orion (Ethereum) ,0,0.3747142796263809
osmosis,Osmosis,0,247.80379437948076
ox-fun,OX.FUN,1,0.0
p2pb2b,P2B,1,14088.012642701287
pacificswap,PacificSwap,0,0.5908885831584793
paintswap,Paintswap,0,0.0164333654171453
pancakeswap_aptos,Pancakeswap (Aptos),0,7.409388289645115
pancakeswap_ethereum,PancakeSwap (Ethereum),0,0.3088327861612233
pancakeswap_new,PancakeSwap (v2),0,514.306244022505
pancakeswap_stableswap,Pancakeswap (Stableswap),0,14.822342702915012
pancakeswap-stableswap-arbitrum,Pancakeswap Stableswap (Arbitrum),0,1.915290691530521
pancakeswap-v1-bsc,Pancakeswap V1 (BSC),0,3.8168280537681287
pancakeswap-v2-arbitrum,Pancakeswap V2 (Arbitrum),0,0.0859325882655825
pancakeswap-v2-base,Pancakeswap V2 (Base),0,0.0263483760155843
pancakeswap-v2-opbnb,Pancakeswap V2 (opBnb),0,0.0
pancakeswap-v2-polygon-zkevm,Pancakeswap V2 (Polygon zkEVM),0,0.0
pancakeswap-v2-zksync,PancakeSwap (zkSync),0,0.4176947037993747
pancakeswap-v3-arbitrum,Pancakeswap V3 (Arbitrum),0,554.3516359125648
pancakeswap-v3-base,Pancakeswap V3 (Base),0,243.07142848883277
pancakeswap-v3-bsc,Pancakeswap V3 (BSC),0,3053.8396824367937
pancakeswap-v3-ethereum,Pancakeswap V3 (Ethereum),0,532.6426165132845
pancakeswap-v3-linea,Pancakeswap V3 (Linea),0,115.38459313074617
pancakeswap-v3-opbnb,Pancakeswap V3 (opBnb),0,1.6649549020355467
pancakeswap-v3-polygon-zkevm,Pancakeswap V3 (Polygon zkEVM),0,6.568001588742442
pancakeswap-v3-zksync,Pancakeswap V3 (zkSync),0,85.4466751752007
pangolin,Pangolin,0,7.3959749182366075
pangolin-flare,Pangolin (Flare),0,0.0006028413365328
pangolin-songbird,Pangolin (Songbird),0,0.0006210613168934
paradex,Paradex,0,0.0
paribu,Paribu,1,1201.6944515902858
paymium,Paymium,1,0.8705878365802743
pearl-exchange,PearlFi,0,1.9327456801913154
pearlfi-v1-5,PearlFi V1.5,0,0.0318383183989303
pearlfi-v2-re-al,PearlFi V2 (Re.al) ,0,0.0
pegasys,Pegasys,0,0.0004429056751448
pegasys-v3-rollux,Pegasys V3 (Rollux),0,0.0
perpetual_protocol,Perpetual Protocol,0,0.0
pharaoh-exchange,Pharaoh Exchange,0,12.724459940080514
pharaoh-exchange-v1,Pharaoh Exchange V1,0,0.1469149407076383
phemex,Phemex,1,1503.2424697141419
phemex_futures,Phemex (Futures),1,0.0
photonswap,PhotonSwap (Cronos),0,0.0048283340766521
photonswap_kava,PhotonSwap (Kava),0,0.0
phux,Phux,0,14.728745560991547
pinkswap,PinkSwap,0,0.0014723524140551
pionex,Pionex,1,3618.9673468994024
planet_finance,Planet Finance,0,0.0369551811598876
platypus_finance,Platypus Finance,0,0.0
plenty_network,Plenty Network,0,0.0823510158367414
pointpay,PointPay,1,1590.7686926632332
polaris,Polaris,0,0.0117927145496459
polia,Polia,0,0.0
polkadex,Polkadex,0,0.0
polkaex_shiden,PolkaEx (Shiden),0,0.0
polkaswap,Polkaswap,0,1.7426738640778447
poloniex,Poloniex,1,1436.865049971635
poloniex_futures,Poloniex Futures,1,0.0
polycat_finance,Polycat Finance,0,0.0
polynomial-trade,Polynomial Trade ,0,0.0
polyzap,PolyZap,0,0.0
pomswap,POMSwap,0,0.0
poolshark,Poolshark,0,0.0
potatoswap-x-layer,PotatoSwap (X Layer) ,0,1.2443474650101225
powertrade,Powertrade,1,0.0
powertrade_derivatives,Powertrade (Derivatives),1,0.0
powswap,Powswap,0,0.0005155067675359
prime_xbt,PrimeXBT,1,0.0
prism,Prism Protocol,0,0.0
probit,ProBit Global,1,1990.5013917167694
probit_kr,Probit (Korea),1,0.0
protofi,ProtoFi,0,0.0366546139699206
puddingswap,PuddingSwap,0,0.0
pulsex,PulseX,0,89.61011349743697
pulsex-v2,PulseX V2,0,15.734803269144209
punkswap,Punkswap,0,0.0783151912387048
purcow,Purcow,1,0.0624327035914307
qmall,QMall,1,91.95999764944274
quickswap,Quickswap,0,20.152336555161742
quickswap_dogechain,Quickswap (Dogechain),0,0.1423777893750523
quickswap-polygon-zkevm,Quickswap (Polygon zkEVM),0,5.5838193368778954
quickswap_v3,Quickswap (v3),0,341.6394893534756
quickswap-v3-astar-zkevm,QuickSwap V3 (Astar zkEVM),0,2.884431170759579
quickswap-v3-immutable-zkevm,QuickSwap V3 (Immutable zkEVM),0,6.222553614233386
quickswap-v3-manta-pacific,Quickswap V3 (Manta Pacific),0,25.170150518901725
quickswap_v3_x_layer,Quickswap V3 (X Layer),0,1.7286533286919086
quipuswap,Quipuswap,0,9.791810241650603
rabbitx,RabbitX,0,0.0
radioshack_avalanche,RadioShack (Avalanche),0,0.0063722553867089
radioshack_bsc,RadioShack (BSC),0,0.014788873099535
radioshack_ethereum,RadioShack (Ethereum),0,0.0159273936028593
radioshack_polygon_pos,RadioShack (Polygon),0,0.0155441334452686
ra-exchange,Ra Exchange,0,1.3611051705277917
ra-exchange-v1,Ra Exchange V1,0,8.13786335583e-05
ramses,Ramses,0,1.1983283911599092
ramses-v2,Ramses V2,0,2.2425152181894976
rawr-trade,Rawr Trade,0,0.2548490513281643
raydium2,Raydium,0,4672.872782553205
raydium-clmm,Raydium (CLMM),0,4649.982701378657
rcpswap,RCP Swap,0,0.1019845544246979
ref_finance,Ref Finance,0,26.85793461484189
retherswap,Retherswap,0,0.0
retro,Retro,0,13.466902901708341
revoswap,Revoswap,0,0.0
revoswap-v2,Revoswap V2,0,0.044507953757099
rocketswap,Rocketswap,0,0.2519812177334264
rockswap,Rockswap,0,0.0
roguex-protocol,RogueX Protocol ,0,0.0390565033234057
ruby_exchange,Ruby Exchange,0,0.0801517091867903
saber,Saber,0,0.0
safe_trade,SafeTrade,1,5.56273214536468
saitaswap-bsc,SaitaSwap (BSC),0,1.1422116961132067
saitaswap-ethereum,SaitaSwap (Ethereum),0,0.0006047087175466
sakeswap,SakeSwap,0,0.0081258955356908
satori-base,Satori (Base),0,0.0
satori-linea,Satori (Linea),0,0.0046158661649336
saucerswap,Saucerswap V1,0,0.0
saucerswap-v2,Saucerswap V2,0,21.202328267103763
scrollswap,ScrollSwap,0,0.0114281207729649
secondbtc,SecondBTC,1,0.0641200739587667
secretswap,SecretSwap,0,0.0
secta-finance-v2,Secta Finance V2 (Linea),0,0.0753399935100743
secta-finance-v3,Secta Finance V3 (Linea),0,1.1204139239110806
serum_dex,Serum DEX,0,0.0
shade_protocol,Shade Protocol,0,1.9583214697936038
shadowswap,ShadowSwap,0,0.0794119392079074
sharkswap,SharkSwap,0,0.0019450491062639
sharkyswap,SharkySwap,0,0.0002497830487956
shibaswap,Shibaswap,0,6.141633703906312
shibswap,ShibSwap,0,0.0
shimmersea,MagicSea (ShimmerEVM),0,0.7095458565100385
sideswap,Sideswap,0,0.0
siennaswap,Siennaswap,0,0.0
silkswap,SilkSwap,0,1.3313341828342815
skydrome,Skydrome,0,1.6208408399184657
skydrome-v2,Skydrome V2,0,0.5486100362523227
slex,Slex,1,859.5599640838794
smardex-arbitrum,SmarDex (Arbitrum),0,0.0425623391722171
smardex-base,SmarDex (Base),0,0.0858402173762354
smardex-bsc,SmarDex (BSC),0,0.459611338642555
smardex-ethereum,SmarDex,0,4.269510103123828
smardex-polygon,SmarDex (Polygon),0,0.1497547498097127
sobal,Sobal (Neon EVM),0,0.0
solarbeam,Solarbeam,0,0.2395268060715963
solarflare,Solarflare,0,0.0147289336071566
solidlizard,SolidLizard,0,0.0257634296457533
solidly,Solidly V1 (Fantom),0,0.0
solidlydex,Solidly V2 (Ethereum),0,0.0081861305202547
solidly-v3,Solidly V3 (Ethereum),0,11.173766572498758
solidly-v3-arbitrum,Solidly V3 (Arbitrum),0,11.173766572498758
solidly-v3-base,Solidly V3 (Base),0,11.173766572498758
solidly-v3-fantom,Solidly V3 (Fantom),0,8.631912934512156
solidly-v3-optimism,Solidly V3 (Optimism),0,11.173766572498758
solisnek,SoliSnek,0,0.0019416496286199
sologenic,Sologenic,0,0.0
sonic,Sonic,0,4.252113644300223
soswap,Soswap,0,0.3535877663438946
soulswap,Soulswap,0,0.0148076955328244
sovryn,Sovryn DEX,0,3.1990071936067275
soy-finance-callisto,Soy Finance (Callisto),0,0.0
spacefi,SpaceFi,0,0.0035446316287712
spacefi_zksync,SpaceFi (ZkSync),0,0.741388142721747
spartadex,SpartaDEX,0,2.2529946446172224
spartan_protocol,Spartan Protocol,0,0.049426545397859
spectrum_finance,Spectrum Finance,0,0.0419991813925096
spectrum-finance-cardano,Spectrum Finance (Cardano),0,1.5650243141906794
sphynx_brise,Sphynx (Brise),0,0.00359632115672
sphynx_swap,Sphynx Swap (BSC),0,0.0004863736264361
spice_trade_avalanche,Spice Trade (Avalanche),0,0.0
spicyswap,Spicyswap,0,0.0095303548494732
spin,Spin,0,0.5641536319637314
spinaqdex,SpinaqDex,0,0.0
spiritswap,SpiritSwap,0,0.4388140942156784
spiritswap_v2,SpiritSwap (V2),0,0.0548750924153552
spookyswap,SpookySwap,0,7.766104787482786
spookyswap-v3,SpookySwap V3 ,0,0.5625066476989224
squadswap,SquadSwap V2,0,1.4348557874795826
squadswap-v3,SquadSwap V3,0,0.008278620578696
stake_cube,StakeCube Exchange,1,1.5601681604687443
starkdefi,StarkDefi,0,0.209641059838647
stationdex-v3-x-layer,StationDEX V3 (x Layer),0,0.506330155557439
steam-exchange-rails-network,Rails Network Swap,0,0.0
stellar_term,StellarTerm,0,9.245494644101136
stellaswap,StellaSwap,0,1.8100647669703758
stellaswap-v3,Stellaswap (V3),0,35.57935205876074
step-exchange,Step Exchange,0,0.1161109657823255
step_finance,Step Finance,0,0.0
sterling,Sterling,0,0.0014517739186211
ston_fi,STON.fi,0,216.84515890692825
stormgain,Stormgain,1,11.79938444914584
stormgain_futures,Stormgain Futures,1,0.0
stratum-exchange,Stratum Exchange,0,0.0043109696416855
suiswap,Suiswap,0,0.0215076941178489
sundaeswap,Sundaeswap,0,0.7411716479084084
sunswap_v1,SUN.io,0,30.206337314266364
supswap,SupSwap,0,14.237667504583618
surf-protocol,Surf Protocol,0,0.0
surfswap,Surfswap,0,0.0
sushiswap,Sushiswap,0,51.57107330139799
sushiswap_arbitrum,Sushiswap (Arbitrum One),0,7.0175702850508666
sushiswap_arbitrum_nova,Sushiswap (Arbitrum Nova),0,0.30267731113703
sushiswap_avalanche,Sushiswap (Avalanche),0,0.0494269867011865
sushiswap_bsc,Sushiswap (BSC),0,0.5683512301174243
sushiswap_celo,Sushiswap Celo,0,0.00800614418271
sushiswap_fantom,Sushiswap (Fantom),0,0.0609631124140633
sushiswap_harmony,Sushiswap (Harmony),0,0.1477978812311145
sushiswap_polygon_pos,Sushiswap (Polygon POS),0,7.671300669609011
sushiswap-v2-base,Sushiswap V2 (Base),0,25.885392247728095
sushiswap-v3-arbitrum,Sushiswap V3 (Arbitrum),0,9.294925701151483
sushiswap-v3-arbitrum-nova,Sushiswap V3 (Arbitrum Nova),0,0.151861723371832
sushiswap-v3-base,SushiSwap V3 (Base),0,18.657391127318366
sushiswap-v3-bsc,Sushiswap V3 (BSC),0,0.2654701338005312
sushiswap-v3-core,Sushiswap V3 (Core),0,1.7787573011232878
sushiswap-v3-ethereum,Sushiswap V3 (Ethereum),0,1.6135074990792697
sushiswap-v3-fantom,Sushiswap V3 (Fantom),0,0.1032262142572411
sushiswap-v3-linea,Sushiswap V3 (Linea),0,3.242276942836993
sushiswap-v3-optimism,Sushiswap V3 (Optimism),0,0.3185517046918745
sushiswap-v3-polygon,Sushiswap V3 (Polygon),0,12.713886775011455
sushiswap-v3-polygon-zkevm,Sushiswap V3 (Polygon zkEVM),0,0.0377459792351302
sushiswap-v3-scroll,SushiSwap V3 (Scroll),0,61.959248088885076
sushiswap-v3-thundercore,Sushiswap V3 (ThunderCore),0,0.0403346640356028
sushiswap-v3-zetachain,Sushiswap V3 (ZetaChain),0,0.0086734054991841
sushiswap_xdai,Sushiswap (xDai),0,1.8114007045510463
swapbased,SwapBased,0,0.6525394539449025
swapbased-v3,SwapBased V3,0,20.311550110460946
swapblast,SwapBlast,0,0.0595536038159966
swapfish,SwapFish,0,0.0004513810497036
swapline-optimism,Swapline (Optimism),0,0.0
swapline-shimmerevm,Swapline (ShimmerEVM) ,0,0.0
swapmode,SwapMode,0,0.7938595937386274
swappi,Swappi,0,5.953090989927098
swapr_arbitrum,Swapr (Arbitrum),0,0.0183428953929982
swapr_ethereum,Swapr (Ethereum),0,0.0
swapr_xdai,Swapr (Xdai),0,0.684695164242572
swapsicle,Swapsicle,0,0.0055585733205814
swapsicle-telos,Swapsicle (Telos),0,0.0
swapsicle-v2-mantle,Swapsicle V2 (Mantle),0,0.0
swapsicle-v2-telos,Swapsicle V2 (Telos),0,0.0
swop_fi,Swop.Fi,0,0.0321834878331154
swych,SWYCH,0,0.0308548803329515
syncswap,SyncSwap,0,78.47170822158695
syncswap-linea,SyncSwap (Linea),0,17.117943219143392
syncswap-scroll,SyncSwap (Scroll),0,28.691580378759447
syncswap-v2-1-linea,SyncSwap V2.1 (Linea),0,0.0
syncswap-v2-1-scroll,SyncSwap V2.1 (Scroll),0,0.0
syncswap-v2-1-zksync,SyncSwap V2.1 (zkSync),0,0.0
syncswap-v2-zksync,SyncSwap (zkSync),0,2.872437845209371
synfutures,SynFutures,0,0.0
synthetix,Kwenta,0,0.0
synthswap,Synthswap,0,0.0
synthswap-v3,Synthswap V3,0,0.0
taikoswap,TaikoSwap,0,0.0505966403077317
tangleswap,TangleSwap,0,0.0
tangleswap-milkomeda-cardano,TangleSwap (Milkomeda Cardano),0,3.50852655116e-05
tangoswap,TangoSwap,0,0.0008699521736691
tanx,tanX,0,11.830180911222712
tapbit,Tapbit,1,9503.275236167923
tdax,Orbix,1,5.0982355995369675
tealswap,Tealswap,0,0.685839657619505
templedao,TempleDAO,0,0.0
tenderswap,Tenderswap,0,0.0
terraport,Terraport,0,0.2159416829491736
terraswap,Terraswap Classic,0,0.0
tesseract-world,Tesseract World,0,0.0
tethys,Tethys Finance,0,0.2928567460566562
tetuswap,Tetuswap,0,0.0
tfm,Terraformer,0,0.0
thala,Thala,0,97.64120743561801
thena,THENA,0,11.9060081700461
thena-fusion,THENA FUSION,0,381.8869256044657
thena-opbnb,THENA (opBnb),0,0.0462644745318649
thorswap,THORChain,0,195.1811521084371
thorus,Thorus,0,0.0
thorwallet,THORWallet DEX,0,8.210302797562955
throne-v3-base,Throne V3 (Base),0,0.0
thruster-v2-0-3-fee-tier,Thruster V2 (0.3% Fee Tier),0,9.740034490886291
thruster-v2-1-0-fee-tier,Thruster V2 (1.0% Fee Tier),0,7.074868141501244
thruster-v3,Thruster V3,0,1001.7409364991354
tidex,Tidex,1,57.46002311889162
tinyman,Tinyman,0,4.012087025872435
tokan-exchange,Tokan Exchange,0,0.0
tokenize,Tokenize,1,181.63698319187998
tokenlon,Tokenlon,0,9.844118723038022
token_sets,TokenSets,0,0.0
toko_crypto,TokoCrypto,1,171.88426704080646
tokpie,Tokpie,1,64.12674849144675
tomb_swap_fantom,Tomb Swap (Fantom),0,0.0592599675794721
toobit,Toobit,1,7942.966606037835
toobit_derivatives,Toobit Futures,1,0.0
trade_ogre,TradeOgre,1,27.139452796478743
traderjoe,Trader Joe,0,36.55359705471516
traderjoe-v2-1-arbitrum,Trader Joe V2.1 (Arbitrum),0,256.0958937995694
traderjoe-v2-1-avalanche,Trader Joe V2.1 (Avalanche),0,444.10663174059204
traderjoe-v2-1-bsc,Trader Joe V2.1 (BSC),0,0.089612066497452
traderjoe-v2-arbitrum,Trader Joe v2 (Arbitrum),0,0.4065459590572811
traderjoe-v2-avalanche,Trader Joe v2,0,0.2130615828527071
traderjoe-v2-bsc,Trader Joe V2 (BSC),0,0.0
tranquil_finance,Tranquil Finance,0,0.0092996695877494
trisolaris,Trisolaris,0,1.526652940055907
tropical_finance,Tropical Finance,0,0.0
trubit,Trubit,1,1492.9257387038576
trustless-market,Trustless Markets,0,0.0
turbos-finance,Turbos Finance,0,0.0
ubeswap,Ubeswap,0,0.3987564938460569
unicly,Unicly,0,0.0
unisat,UniSat,0,5.77275611
unisat_runes,UniSat (Runes),0,0.57097806
uniswap-bsc,Uniswap V3 (BSC),0,403.53275729660004
uniswap_v2,Uniswap V2 (Ethereum),0,2600.1133826411924
uniswap-v2-arbitrum,Uniswap V2 (Arbitrum),0,0.9484228985921495
uniswap-v2-avalanche,Uniswap V2 (Avalanche),0,0.003559620087524
uniswap-v2-base,Uniswap V2 (Base),0,219.01029380860962
uniswap-v2-blast,Uniswap V2 (Blast),0,0.0146468532768589
uniswap-v2-bsc,Uniswap V2 (BSC) ,0,0.254397199197626
uniswap-v2-optimism,Uniswap V2 (Optimism),0,0.0
uniswap-v2-polygon,Uniswap V2 (Polygon),0,0.4054248052638272
uniswap_v3,Uniswap V3 (Ethereum),0,14693.900161160484
uniswap_v3_arbitrum,Uniswap V3 (Arbitrum One),0,4003.135423263144
uniswap-v3-avalanche,Uniswap V3 (Avalanche),0,36.00142270086573
uniswap-v3-base,Uniswap V3 (Base),0,1539.0951713946176
uniswap-v3-blast,Uniswap V3 (Blast),0,33.64748464347554
uniswap_v3_celo,Uniswap V3 (Celo),0,61.58756104512121
uniswap_v3_optimism,Uniswap V3 (Optimism),0,438.0642465933362
uniswap_v3_polygon_pos,Uniswap V3 (Polygon),0,851.6576891472721
universal-swaps,UniversalSwaps,0,0.0074194653711844
uniwswap,UniWswap,0,0.000370008501058
upbit,Upbit,1,14068.73345694564
upbit_indonesia,Upbit Indonesia ,1,102.85851434802316
usdfi,USDFI,0,0.0221532148075485
valr,VALR,1,162.2694137509774
valr-futures,VALR Futures,1,0.0
value_liquid_bsc,vSwap BSC,0,0.0
vanillaswap-v2-defimetachain,VanillaSwap V2 (DefiMetaChain),0,0.0
vapordex,VaporDex,0,0.0905327190254185
vapordex-v2,VaporDEX V2,0,0.0469348501589035
velar-stacks,Velar (Stacks),0,0.152053586146175
velocimeter,Velocimeter,0,0.0
velocimeter-base,Velocimeter (Base),0,0.0449279467523098
velocimeter-fantom,Velocimeter (Fantom),0,2.141838891740267
velocimeter_v2,Velocimeter V2,0,0.0084845281033633
velocimeter-v3,Velocimeter V3,0,0.0001378177558242
velocore,Velocore,0,0.008319120710835
velocore-v2-linea,Velocore V2 (Linea),0,0.4475697214536621
velocore-v2-telos,Velocore V2 (Telos),0,0.0001819952915887
velocore-v2-zksync,Velocore V2 (ZkSync),0,0.0054878374496834
velodrome,Velodrome Finance,0,1.028861269743943
velodrome-finance-slipstream,Velodrome SlipStream,0,0.0341278939002613
velodrome-finance-v2,Velodrome Finance v2,0,37.66676355432908
verse,Verse,0,0.1308314400505377
vertex_protocol_derivatives,Vertex (Derivatives),0,0.0
vertex-protocol-spot,Vertex (Spot),0,133.57303410035973
vindax,Vindax,1,27.81967524626806
viridian,Viridian,0,0.0
virtuswap,VirtuSwap,0,0.0263870261605654
virtuswap-arbitrum-one,VirtuSwap (Arbitrum One),0,0.0047156708296319
vitex,ViteX,0,0.208570987174746
voltage_finance,Voltage Finance,0,0.3642839631291848
voltage-finance-v3,Voltage Finance V3,0,1.9176454209829896
voltswap_meter,Voltswap (Meter),0,0.0128676675590274
vvs,VVS Finance,0,123.93941729141338
vvs-v3-ethereum,VVS V3 (Ethereum),0,0.0011589429585777
wagmi-ethereum,WAGMI (Ethereum),0,0.0240687663531682
wagmi-kava,WAGMI (Kava),0,12.030195973286567
wagmi-metis,WAGMI (Metis),0,4.536983262579941
wagmi-zksync,WAGMI (zkSync),0,0.0040940189310214
wagyuswap,WagyuSwap,0,0.0340923530324527
wannaswap,Wannaswap,0,0.0184391837305831
wanswap,WanSwap,0,0.634601338009528
warpgate,WarpGate,0,0.0033337864826443
waultswap_polygon,WaultSwap Polygon,0,0.0
wavelength,Wavelength,0,0.0
waves,WX Network,0,0.1202806298092522
wazirx,WazirX,1,26.954446728115833
web3_world,Web3.World,0,0.0
websea,Websea,1,942.1877249939924
weex,WEEX,1,5176.79660560521
wemix_fi,WEMIX.Fi,0,16.48425500859503
whitebit,WhiteBIT,1,21685.085478558478
whitebit_futures,WhiteBIT Futures,1,0.0
white-whale-chihuahua,White Whale (Chihuahua),0,0.0
white-whale-juno,White Whale (Juno),0,0.0011827165944407
